epoch,acc,loss,val_acc,val_loss
0,0.8186666668256124,0.5789706342617671,0.873,0.3835644073486328
1,0.9383333333333334,0.20562423064311344,0.875,0.39183514642715456
2,0.965,0.11887758658329646,0.888,0.35032586216926576
3,0.974,0.08028938242668907,0.901,0.341899935990572
4,0.9686666666666667,0.10995819256082177,0.916,0.2974089796245098
5,0.9776666668256124,0.0649828377229472,0.892,0.4816993147134781
6,0.9819999998410542,0.04815006737535198,0.908,0.39904718612041323
7,0.9833333333333333,0.05840453773954262,0.927,0.30657856169342995
8,0.9906666666666667,0.03209963676688009,0.908,0.3996085995435715
9,0.9946666666666667,0.014763320128161771,0.931,0.345172501642257
10,0.9943333333333333,0.01860247168810262,0.918,0.43620623771473765
11,0.9956666666666667,0.019390158157296052,0.929,0.34589187997579574
12,0.991,0.028526252666818134,0.905,0.4941630323827267
13,0.982,0.06495239334537958,0.89,0.5529249979257583
14,0.994,0.025200502358279968,0.922,0.44222431149333713
15,0.9843333331743876,0.06869965320096041,0.915,0.38887279030680655
16,0.9893333333333333,0.04776786598101414,0.92,0.3764301718911156
17,0.9943333333333333,0.018869827585682893,0.916,0.35046133717149497
18,0.9986666666666667,0.0036468770780338673,0.928,0.3884737312160432
19,0.9996666666666667,0.001343923089169948,0.94,0.2769749164916575
20,0.9986666666666667,0.005222638191420022,0.935,0.33784960975311695
21,0.9996666666666667,0.002894662320632051,0.938,0.3472105700280517
22,0.9993333333333333,0.0014043997151842026,0.939,0.3341841669976711
23,0.999,0.005256880660569853,0.931,0.3687839396502823
24,0.9986666666666667,0.002811993809705503,0.935,0.3578340249210596
25,0.999,0.0022856065476820125,0.927,0.38271296394383536
26,0.9943333331743877,0.021383371451476705,0.925,0.36564813362807036
27,0.9829999998410542,0.09531201172662744,0.877,0.5705666923075914
28,0.9796666666666667,0.08626270960178226,0.918,0.40524018691480157
29,0.9916666666666667,0.03076118619272408,0.915,0.47974332436919215
