epoch	acc	loss	val_acc	val_loss
0	0,8474	0,5150326312555621	0,9455	0,2693715957194567
1	0,9422166666666667	0,24874457775236417	0,9452	0,260284887085855
2	0,9575833333333333	0,19220145044604628	0,9586	0,19035308521301486
3	0,9647833333333333	0,15859752916903236	0,9508	0,18412118644677103
4	0,96975	0,13534515575883463	0,974	0,11836356775052846
5	0,9753833333333334	0,11144863578694737	0,9711	0,16682494739508255
6	0,9800666666666666	0,08596238440133674	0,9765	0,13477008240958677
7	0,9804833333333334	0,08632526471561772	0,9658	0,14881272441088222
8	0,9824333333333334	0,07894478144082047	0,9753	0,12393088041402807
9	0,9858666666666667	0,0638216004354219	0,9716	0,19454163460175877
10	0,98405	0,06926341932956495	0,9755	0,10765957626143353
11	0,9882833333333333	0,04930969564063113	0,9754	0,12372962222956121
12	0,9891	0,04741094202472165	0,978	0,11404233576757833
13	0,9832	0,12274995301394884	0,9774	0,10082147531966593
14	0,9900666666666667	0,042702485354862436	0,9793	0,12253873503578457
15	0,9913	0,03685095453870023	0,9791	0,13547186800603978
16	0,9908	0,04251395276149705	0,9805	0,11590021031173738
17	0,9910166666666667	0,040744002287251994	0,9801	0,13112216634093635
18	0,9848	0,1033273406377721	0,9796	0,11922941609798582
19	0,9929	0,031182046614685835	0,9812	0,1068075142437995
20	0,9892333333333333	0,08731690317488253	0,9719	0,2746389746530728
21	0,9901166666666666	0,05280266159857805	0,9786	0,13494253865627526
22	0,9940166666666667	0,027463776876630482	0,9806	0,12839673344191468
23	0,9941666666666666	0,026569867592395886	0,9802	0,16193198146285762
24	0,98245	0,18275312322195977	0,9826	0,11161728416561646
25	0,9941333333333333	0,03179704306873903	0,9805	0,13375328694463842
26	0,9914833333333334	0,049108929740745724	0,9797	0,15271663699478194
27	0,9928166666666667	0,041822242731543814	0,9771	0,14232321096481823
28	0,9941333333333333	0,02918932070077406	0,9807	0,12383078533662224
29	0,9951	0,024796562297105976	0,9797	0,16197926722427725
