epoch	acc	loss	val_acc	val_loss
0	0,5099999998410543	1,3432044110298156	0,684	0,888117959022522
1	0,7626666668256123	0,7836876748402913	0,823	0,6251841731071472
2	0,7773333334922791	0,635368088722229	0,716	0,9883728923797608
3	0,8969999998410543	0,3909128750165304	0,865	0,5894853439331055
4	0,9166666666666666	0,351408434505264	0,866	0,9366630399227143
5	0,9259999998410543	0,3254183621207873	0,905	0,45956169843673705
6	0,9496666668256124	0,20189188713828723	0,879	0,6495545992851257
7	0,9443333331743876	0,2297545468211174	0,902	0,447425518989563
8	0,966	0,1497935395038997	0,895	0,5826456074714661
9	0,915	0,41176844033598897	0,78	0,7968634424209595
10	0,9359999998410543	0,28715946690489846	0,89	0,7572860131263733
11	0,9493333334922791	0,27439952038104337	0,896	0,8162128193378448
12	0,8853333333333333	0,7484935864169772	0,717	1,8887505378723144
13	0,8379999998410543	0,6052076480587324	0,867	0,5787729046344757
14	0,919666666507721	0,3143483794430892	0,875	0,49553679156303404
15	0,931	0,30527260999257366	0,863	0,6072308340072632
16	0,9650000001589457	0,2095837528380798	0,885	0,5319189145565033
17	0,9626666665077209	0,21309953524901842	0,874	0,6522324838638306
18	0,9423333333333334	0,3020285055140654	0,881	1,0290126054286957
19	0,9383333333333334	0,563789276201278	0,874	0,8300804600715638
20	0,9549999998410543	0,265606927630802	0,889	0,6259643771648407
21	0,9516666666666667	0,4581953097176738	0,893	0,832517745256424
22	0,9416666668256124	0,4366050877564897	0,843	0,6570349588394165
23	0,9543333333333334	0,2654483263657118	0,843	0,8587355718612671
24	0,9596666665077209	0,1767071540268759	0,885	0,5936182336807251
25	0,9593333331743876	0,17261501851165667	0,804	1,4895915269851685
26	0,9490000001589457	0,23413023708512384	0,904	0,568444721698761
27	0,9746666665077209	0,14890146396940326	0,917	0,6131200208794325
28	0,9750000001589457	0,14955322812202698	0,917	0,5894240608075634
29	0,971	0,16499338252372883	0,921	0,5509580951929093
