epoch	acc	loss	val_acc		val_loss
0	0,8040000001589457	0,6300513187249501	0,854	0,4260124592781067
1	0,9259999998410543	0,23993584994475048	0,896	0,3674847292900085
2	0,9493333333333334	0,15992190857231617	0,904	0,3698599716424942
3	0,9599999998410543	0,12877552796155214	0,875	0,4948327383995056
4	0,9646666666666667	0,13054631468156974	0,908	0,3426697235107422
5	0,9699999998410542	0,10832689051950971	0,903	0,35379828602075575
6	0,9809999998410542	0,061937357396197816	0,919	0,40287484109401706
7	0,981	0,05842739404613773	0,91	0,3844842792749405
8	0,9796666666666667	0,07539853000966833	0,891	0,47894049727916715
9	0,982	0,06868241539256026	0,925	0,4125149201452732
10	0,9803333333333333	0,08165027026599272	0,897	0,6362979715466499
11	0,983	0,062033318296230086	0,918	0,3514101848304272
12	0,991	0,036050287831133274	0,918	0,5073932983875274
13	0,991	0,03560817614761375	0,928	0,46844963354524227
14	0,9993333333333333	0,0017634428967216991	0,933	0,5218901719666319
15	0,9996666666666667	0,0007259913574772933	0,932	0,5873332603211747
16	0,9963333333333333	0,02790257335833424	0,921	0,47786980533599854
17	0,993666666507721	0,023712324606308052	0,927	0,5175268092351034
18	0,9913333331743877	0,04614528172498103	0,923	0,46635868498682975
19	0,9763333331743876	0,10173243581328764	0,904	0,5846059207562357
20	0,9756666665077209	0,1269794710134156	0,891	0,5571807379722595
21	0,9763333333333334	0,11533932105478986	0,925	0,4802463123160414
22	0,9943333333333333	0,030406546577881575	0,927	0,5338821334168314
23	0,9986666666666667	0,008810230413120734	0,932	0,5201920086727477
24	0,9983333333333333	0,009554279396485678	0,926	0,5809269130795729
25	0,9996666666666667	0,006029363102622786	0,929	0,6106628460685024
26	0,9996666666666667	0,005388711338086523	0,929	0,6124899779123952
27	0,9996666666666667	0,005380792702047226	0,929	0,6158020041066339
28	0,9996666666666667	0,005378510602825523	0,929	0,6184637125247391
29	0,9996666666666667	0,005377197468099856	0,929	0,6209097093770397
